"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"165","print_S",260645.697339236,4357415.86305716,0.0119406826182504,21571.3656586988,0.00761210393065018,4357415.86305716,0.0119406826182504,21571.3656586988,0.00761210393065018,TRUE,0.0514722971631998,0.0514722971631998,3528.56853685369,712770.844444444,NA,NA,0.155177528553557,0.155177528553557,0.72338167427,0.939195332400985,0.960601057858826,0.973178648276307,0.0539393646217586,0.0519640846517025,0.0541294003369744,0.0519640846517025,0.230920403847907,0,54753.9650669079,0.0007362534271,65481090.2533626,1e-04,"3_215_6",3,215,6,1504,3,21571.3656586988,4042.94757228701,514.379035433321,6.11334750434898,6.11334750434898,0.163576501955534,0.163576501955534,6,FALSE,6.37034348423656,0.150314136319935,5.25847942085644,7.48009245904067,0.0189103960247362
"166","facebook_I",35001.4739956665,812910.130025357,0.00222762806324923,4024.30757438296,0.00142009773464447,812910.130025357,0.00222762806324923,4024.30757438296,0.00142009773464447,TRUE,0.0306524210016902,0.0306524210016902,2101.30835975756,424464.288671027,8016398.65550349,8016398.65550349,0.0289495859192522,0.0289495859192522,0.72338167427,0.939195332400985,0.960601057858826,0.973178648276307,0.0539393646217586,0.0519640846517025,0.0541294003369744,0.0519640846517025,0.230920403847907,0,54753.9650669079,0.0007362534271,65481090.2533626,1e-04,"3_215_6",3,215,6,1504,3,4024.30757438296,2614.17617162813,512.867811870569,1.91514375112811,1.91514375112811,0.522154015546327,0.522154015546328,6,FALSE,1.01048401774942,0.274758605194508,0,3.03588072911241,0.0946792025362171
"167","search_clicks_P",102641.860150181,4270860.99536129,0.0117034952033462,21142.8762146598,0.00746089856735432,4270860.99536129,0.0117034952033462,21142.8762146598,0.00746089856735432,TRUE,0.087441972939085,0.087441972939085,5994.38943894389,1210866.66666667,17169.7974708339,17169.7974708339,0.152095112076581,0.152095112076581,0.72338167427,0.939195332400985,0.960601057858826,0.973178648276307,0.0539393646217586,0.0519640846517025,0.0541294003369744,0.0519640846517025,0.230920403847907,0,54753.9650669079,0.0007362534271,65481090.2533626,1e-04,"3_215_6",3,215,6,1504,3,21142.8762146598,6128.68936643188,134.299927487979,3.52711088093483,3.52711088093483,0.283518163663445,0.283518163663445,6,FALSE,2.59326935425515,0.404919569216221,0,5.5663933381586,0.00805039736097619
"168","newsletter",311887.812847839,14103239.5888193,0.038647288464472,69818.0177664322,0.0246373834591111,14103239.5888193,0.038647288464472,69818.0177664322,0.0246373834591111,TRUE,NA,NA,NA,NA,22651.3132140137,22651.3132140137,NA,NA,0.72338167427,0.939195332400985,0.960601057858826,0.973178648276307,0.0539393646217586,0.0519640846517025,0.0541294003369744,0.0519640846517025,0.230920403847907,0,54753.9650669079,0.0007362534271,65481090.2533626,1e-04,"3_215_6",3,215,6,1504,3,69818.0177664322,31012.1162883053,8360.80307429161,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,0.294561168268877
"169","(Intercept)",77373.5991758017,15629467.0335119,0.0428444641804874,77373.5991758017,0.0273874184493113,15629467.0335119,0.0428444641804874,77373.5991758017,0.0273874184493113,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"170","trend",0.328746355258878,117846317.074566,0.323047631750825,583397.60928003,0.206501372792245,117846317.074566,0.323047631750825,583397.60928003,0.206501372792245,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"171","season",0.377886210055364,-2242474.74298544,-0.00614721081630504,-11101.3601137893,-0.00392947462741178,-2242474.74298544,-0.00614721081630504,-11101.3601137893,-0.00392947462741178,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"172","holiday",0.977063737608323,8404294.62002821,0.0230383735438964,271106.278065426,0.0959616866825976,8404294.62002821,0.0230383735438964,271106.278065426,0.0959616866825976,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"173","competitor_sales_B",0.163372233970851,180568194.108802,0.494984730320105,893901.951033673,0.316408530123949,180568194.108802,0.494984730320105,893901.951033673,0.316408530123949,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"174","events",0.927433598573666,1595258.93132989,0.00437302270099279,797629.465664944,0.282331598586128,1595258.93132989,0.00437302270099279,797629.465664944,0.282331598586128,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"175","tv_S",513131.876481657,5742461.8220199,0.0157415924237095,28428.0288218807,0.0100624803463637,5742461.8220199,0.0157415924237095,28428.0288218807,0.0100624803463637,TRUE,0.210854430775947,0.210854430775947,14454.6552475248,2919840.36,NA,NA,0.205092072103302,0.205092072103302,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,28428.0288218807,25043.8083392903,10589.1530917655,1.96670403652476,1.96670403652476,0.508464914612693,0.508464914612693,6,FALSE,3.36065053682193,0.582216807895095,0,7.69713108802243,0.190941305581654
"176","ooh_S",246043.472001501,12454105.3792939,0.0341399659168849,61653.9870262074,0.0218232518551785,12454105.3792939,0.0341399659168849,61653.9870262074,0.0218232518551785,TRUE,0.619578878120078,0.619578878120078,42473.8481848185,8579717.33333333,NA,NA,0.444798478004301,0.444798478004301,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,61653.9870262074,69511.471204136,27037.6230193175,1.45157525538843,1.45157525538843,0.68890675580744,0.688906755807439,6,FALSE,1.36043095584062,0.0563444568351512,0.941268921419716,1.77402878685214,0.705999922562436
"177","print_S",207166.028670756,4628437.95155369,0.0126877611118639,22913.0591661074,0.00811038320590711,4628437.95155369,0.0126877611118639,22913.0591661074,0.00811038320590711,TRUE,0.0514722971631998,0.0514722971631998,3528.56853685369,712770.844444444,NA,NA,0.165304700232523,0.165304700232523,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,22913.0591661074,4112.34378219022,583.775245336539,6.49358484235033,6.49358484235033,0.153998141901239,0.153998141901239,6,FALSE,6.37034348423656,0.150314136319935,5.25847942085644,7.48009245904067,0.0324629943222679
"178","facebook_I",25113.935906039,557577.357480421,0.00152846562644772,2760.28394792287,0.000977039356136394,557577.357480421,0.00152846562644772,2760.28394792287,0.000977039356136394,TRUE,0.0306524210016902,0.0306524210016902,2101.30835975756,424464.288671027,8016398.65550349,8016398.65550349,0.0199138799956913,0.0199138799956913,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,2760.28394792287,2605.69953947487,504.391179717303,1.31360251583511,1.31360251583511,0.76126528987672,0.761265289876719,6,FALSE,1.01048401774942,0.274758605194508,0,3.03588072911241,0.0803452829204713
"179","search_clicks_P",101024.917379188,4616850.93009983,0.0126559980501693,22855.6976737616,0.0080900793398535,4616850.93009983,0.0126559980501693,22855.6976737616,0.0080900793398535,TRUE,0.087441972939085,0.087441972939085,5994.38943894389,1210866.66666667,17169.7974708339,17169.7974708339,0.164890869664183,0.164890869664183,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,22855.6976737616,6214.08451128656,219.695072342662,3.81284831533874,3.81284831533874,0.262271120510378,0.262271120510379,6,FALSE,2.59326935425515,0.404919569216221,0,5.5663933381586,0.0177819233465871
"180","newsletter",303931.651326533,14994993.2091782,0.0411052051909238,74232.6396493969,0.0262756338897415,14994993.2091782,0.0411052051909238,74232.6396493969,0.0262756338897415,TRUE,NA,NA,NA,NA,22651.3132140137,22651.3132140137,NA,NA,0.72463512653,0.937633055363682,0.95944338051048,0.97215708220939,0.0546279120169481,0.0527219997898178,0.0551506020466782,0.0527219997898178,0.22282921015323,0,60236.3810593219,0.0008199869793,65481090.2533626,1e-04,"3_231_1",3,231,1,1611,4,74232.6396493969,31301.5235118874,8650.21029787374,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,0.324778003230497
"181","(Intercept)",95195.3176844991,19229454.1722688,0.0527008301309207,95195.3176844991,0.0336008585038104,19229454.1722688,0.0527008301309207,95195.3176844991,0.0336008585038104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"182","trend",0.282305511028952,101198581.314817,0.277347926549757,500983.075815926,0.176830771226426,101198581.314817,0.277347926549757,500983.075815926,0.176830771226426,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"183","season",0.370285462156102,-2197369.93434636,-0.00602217923646434,-10878.0689819127,-0.00383960540861197,-2197369.93434636,-0.00602217923646434,-10878.0689819127,-0.00383960540861197,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"184","holiday",0.987143689931016,8490998.16434674,0.0232706892193809,273903.16659183,0.0966789309417505,8490998.16434674,0.0232706892193809,273903.16659183,0.0966789309417505,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"185","competitor_sales_B",0.16527014991767,182665877.703852,0.500619690259799,904286.523286395,0.319183802889881,182665877.703852,0.500619690259799,904286.523286395,0.319183802889881,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"186","events",0.933524574081769,1605735.88956685,0.00440072888148966,802867.944783426,0.283386335232596,1605735.88956685,0.00440072888148966,802867.944783426,0.283386335232596,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"187","tv_S",583141.858129696,7546826.86703344,0.020683064489712,37360.52904472,0.0131870545799286,7546826.86703344,0.020683064489712,37360.52904472,0.0131870545799286,TRUE,0.210854430775947,0.210854430775947,14454.6552475248,2919840.36,NA,NA,0.253892200456887,0.253892200456887,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,37360.52904472,24548.5655265132,10093.9102789885,2.58467105613727,2.58467105613727,0.386896428319384,0.386896428319384,6,FALSE,3.36065053682193,0.582216807895095,0,7.69713108802243,0.253016482551729
"188","ooh_S",207503.741228402,12615940.4786896,0.0345756322645939,62455.1508846021,0.0220446418873536,12615940.4786896,0.0345756322645939,62455.1508846021,0.0220446418873536,TRUE,0.619578878120078,0.619578878120078,42473.8481848185,8579717.33333333,NA,NA,0.424428563872264,0.424428563872264,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,62455.1508846021,69891.5580367129,27417.7098518944,1.47043777650751,1.47043777650751,0.680069579261719,0.680069579261719,6,FALSE,1.36043095584062,0.0563444568351512,0.941268921419716,1.77402878685214,0.722919550885746
"189","print_S",282051.940620075,3995309.06440211,0.0109496661963099,19778.7577445649,0.00698125975648154,3995309.06440211,0.0109496661963099,19778.7577445649,0.00698125975648154,TRUE,0.0514722971631998,0.0514722971631998,3528.56853685369,712770.844444444,NA,NA,0.134411167466617,0.134411167466617,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,19778.7577445649,3970.01433013575,441.445793282064,5.60532055364327,5.60532055364327,0.178401929101099,0.178401929101099,6,FALSE,6.37034348423656,0.150314136319935,5.25847942085644,7.48009245904067,0.00849736289342208
"190","facebook_I",8644.2423914857,165865.968041275,0.000454577344106309,821.118653669678,0.000289828243320068,165865.968041275,0.000454577344106309,821.118653669678,0.000289828243320068,TRUE,0.0306524210016902,0.0306524210016902,2101.30835975756,424464.288671027,8016398.65550349,8016398.65550349,0.00558010357848116,0.00558010357848116,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,821.118653669678,2587.01521781669,485.706858059132,0.390765424720632,0.390765424720632,2.55908004326361,2.55908004326362,6,FALSE,1.01048401774942,0.274758605194508,0,3.03588072911241,0.0518826918732068
"191","search_clicks_P",136529.397829671,5400589.74000293,0.0148010213885913,26735.5927722918,0.00943679680480282,5400589.74000293,0.0148010213885913,26735.5927722918,0.00943679680480282,TRUE,0.087441972939085,0.087441972939085,5994.38943894389,1210866.66666667,17169.7974708339,17169.7974708339,0.18168796462575,0.18168796462575,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,26735.5927722918,6367.71487057355,373.325431629651,4.46010274184023,4.46010274184022,0.224210081668971,0.224210081668971,6,FALSE,2.59326935425515,0.404919569216221,0,5.5663933381586,0.0265503310168832
"192","newsletter",325235.470837954,24161721.3965248,0.0662183525118043,119612.482161014,0.0422193253422611,24161721.3965248,0.0662183525118043,119612.482161014,0.0422193253422611,TRUE,NA,NA,NA,NA,22651.3132140137,22651.3132140137,NA,NA,0.72459571823,0.939482650894651,0.961962503215122,0.972643013910987,0.0538117746785477,0.0510583722507952,0.0546672226152529,0.0510583722507952,0.237330316283678,0,54348.3556537837,0.0007300585092,65481090.2533626,1e-04,"3_244_5",3,244,5,1706,2,119612.482161014,30647.8052545654,7996.49204055169,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,0.544490245694838
"193","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,NA,NA,NA,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,NA
"194","trend",0.228498429231002,81910256.6809969,0.224739010205342,405496.320202955,0.139267805484909,81910256.6809969,0.224739010205342,405496.320202955,0.139267805484909,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,NA,NA,NA,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,NA
"195","season",0.27367017928042,-1624029.79683945,-0.00445588701433473,-8039.7514695022,-0.00276125451210318,-1624029.79683945,-0.00445588701433473,-8039.7514695022,-0.00276125451210318,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,NA,NA,NA,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,NA
"196","holiday",1,8601582.7796459,0.0236003557848136,277470.412246642,0.0952972776207731,8601582.7796459,0.0236003557848136,277470.412246642,0.0952972776207731,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,NA,NA,NA,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,NA
"197","competitor_sales_B",0.214121755906355,236659423.964996,0.649327774722976,1171581.30675741,0.402379872294726,236659423.964996,0.649327774722976,1171581.30675741,0.402379872294726,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,NA,NA,NA,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,NA
"198","events",1.02456620279281,1762334.67092162,0.0048353572024072,881167.33546081,0.302637126307805,1762334.67092162,0.0048353572024072,881167.33546081,0.302637126307805,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,NA,NA,NA,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,NA
"199","tv_S",509974.883164623,7621290.39697642,0.0209107055661483,37729.1603810714,0.0129580889080081,7621290.39697642,0.0209107055661483,37729.1603810714,0.0129580889080081,TRUE,0.210854430775947,0.210854430775947,14454.6552475248,2919840.36,NA,NA,0.309573903866859,0.309573903866859,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,37729.1603810714,23516.6606916796,9062.00544415489,2.61017365928061,2.61017365928061,0.383116271380813,0.383116271380813,6,TRUE,3.36065053682193,0.582216807895095,0,7.69713108802243,0.243237869885961
"200","ooh_S",182617.155932561,10371160.9863202,0.0284555872388885,51342.3811203972,0.0176335527371216,10371160.9863202,0.0284555872388885,51342.3811203972,0.0176335527371216,TRUE,0.619578878120078,0.619578878120078,42473.8481848185,8579717.33333333,NA,NA,0.421272596493707,0.421272596493707,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,51342.3811203972,70929.7305937525,28455.882408934,1.20879984542461,1.20879984542462,0.82726681657436,0.82726681657436,6,TRUE,1.36043095584062,0.0563444568351512,0.941268921419716,1.77402878685214,0.72450693412924
"201","print_S",188237.818423621,4486761.55693615,0.0123104284150918,22211.6908759215,0.00762861039737798,4486761.55693615,0.0123104284150918,22211.6908759215,0.00762861039737798,TRUE,0.0514722971631998,0.0514722971631998,3528.56853685369,712770.844444444,NA,NA,0.182250540072783,0.182250540072783,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,22211.6908759215,4410.92559260633,882.357055752639,6.29481633810831,6.29481633810832,0.158860870006021,0.158860870006021,6,TRUE,6.37034348423656,0.150314136319935,5.25847942085644,7.48009245904067,0.0346140622301515
"202","facebook_I",0,0,0,0,0,0,0,0,0,TRUE,0.0306524210016902,0.0306524210016902,2101.30835975756,424464.288671027,8016398.65550349,8016398.65550349,0,0,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,0,2427.25295830428,325.944598546714,0,0,Inf,Inf,6,TRUE,1.01048401774942,0.274758605194508,0,3.03588072911241,NA
"203","search_clicks_P",33486.1242092832,2139433.21107259,0.00587001093317826,10591.2535201613,0.00363756848483589,2139433.21107259,0.00587001093317826,10591.2535201613,0.00363756848483589,TRUE,0.087441972939085,0.087441972939085,5994.38943894389,1210866.66666667,17169.7974708339,17169.7974708339,0.0869029595666514,0.0869029595666514,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,10591.2535201613,7651.34426623429,1656.95482729039,1.76686110037378,1.76686110037377,0.565975446393863,0.565975446393864,6,TRUE,2.59326935425515,0.404919569216221,0,5.5663933381586,0.160134378404854
"204","newsletter",174928.161620093,12540137.554958,0.0344066569454901,62079.8888859308,0.0213213522765467,12540137.554958,0.0344066569454901,62079.8888859308,0.0213213522765467,TRUE,NA,NA,NA,NA,22651.3132140137,22651.3132140137,NA,NA,0.72495461762,0.942889200908907,0.972446255899967,0.977928977156085,0.0520959615923701,0.0433070782379541,0.0489341093975582,0.0433070782379541,0.310875803806783,0,10702.1994027223,6.344588662e-05,65481090.2533626,1e-04,"3_275_3",3,275,3,1921,4,62079.8888859308,30521.138968191,7869.82575417727,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,0.457020398013169
"205","(Intercept)",26829.3325723554,5419525.17961581,0.0148763641657568,26829.3325723554,0.00955634130630304,5419525.17961581,0.0148763641657568,26829.3325723554,0.00955634130630304,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72409013594,0.936622406070113,0.95899124657807,0.970825419096331,0.0550687528223447,0.0530150633762137,0.0564540623060897,0.0530150633762137,0.195359220961598,0,69753.0692841339,0.0009653364222,65481090.2533626,1e-04,"3_278_6",3,278,6,1945,1,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"206","trend",0.365358338490825,130970682.76155,0.359508906633911,648369.716641337,0.230942841689619,130970682.76155,0.359508906633911,648369.716641337,0.230942841689619,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.72409013594,0.936622406070113,0.95899124657807,0.970825419096331,0.0550687528223447,0.0530150633762137,0.0564540623060897,0.0530150633762137,0.195359220961598,0,69753.0692841339,0.0009653364222,65481090.2533626,1e-04,"3_278_6",3,278,6,1945,1,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"207","season",0.374487166301801,-2222303.93610008,-0.00610012898634844,-11001.5046341588,-0.00391862648403058,-2222303.93610008,-0.00610012898634844,-11001.5046341588,-0.00391862648403058,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.72409013594,0.936622406070113,0.95899124657807,0.970825419096331,0.0550687528223447,0.0530150633762137,0.0564540623060897,0.0530150633762137,0.195359220961598,0,69753.0692841339,0.0009653364222,65481090.2533626,1e-04,"3_278_6",3,278,6,1945,1,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
